Index;Min(max. R-Score);<max. R-Score>;Std(max. R-Score);<(epoch of max R-Score>;Std(epoch of max R-Score);Min(max. R-Score (Val. set));<max. R-Score (Val. set)>;Std(max. R-Score (Val. set));<epoch of max R-Score (Val. set)>;Std(epoch of max R-Score (Val. set))
567.0;0.22272033989429474;0.2804132103919983;0.03154928982257843;82.75;25.0049991607666;0.19267787039279938;0.23285210132598877;0.024012399837374687;85.44999694824219;27.717514038085938
568.0;0.24445180594921112;0.29631665349006653;0.02779596671462059;79.80000305175781;21.363027572631836;0.20859040319919586;0.25157827138900757;0.02070007473230362;72.80000305175781;23.754446029663086
569.0;0.21076638996601105;0.2812930941581726;0.031933024525642395;79.0;25.007366180419922;0.19090798497200012;0.232980877161026;0.025723205879330635;78.69999694824219;23.965106964111328
570.0;0.20949417352676392;0.2793528437614441;0.033802907913923264;79.69999694824219;22.9440975189209;0.1775793433189392;0.23075571656227112;0.026222452521324158;83.05000305175781;21.75334358215332
571.0;-0.38376280665397644;-0.08773215115070343;0.12330496311187744;98.3499984741211;58.43779754638672;-0.38594022393226624;-0.16466179490089417;0.09816478192806244;90.4000015258789;61.339778900146484
572.0;0.2646583318710327;0.30763697624206543;0.017436962574720383;118.4000015258789;32.80308151245117;0.24578209221363068;0.26912927627563477;0.01306687481701374;117.3499984741211;28.131786346435547
573.0;0.2717486023902893;0.3063052296638489;0.017017710953950882;121.19999694824219;29.610807418823242;0.2416115254163742;0.26668787002563477;0.013010377995669842;121.0;26.247806549072266
574.0;0.2578636109828949;0.3029705286026001;0.021013855934143066;116.5999984741211;30.873937606811523;0.23509323596954346;0.2624172568321228;0.014492712914943695;118.1500015258789;26.180095672607422
575.0;0.24445180594921112;0.29631665349006653;0.02779596671462059;79.80000305175781;21.363027572631836;0.20859040319919586;0.25157827138900757;0.02070007473230362;72.80000305175781;23.754446029663086
576.0;0.21076638996601105;0.2812930941581726;0.031933024525642395;79.0;25.007366180419922;0.19090798497200012;0.232980877161026;0.025723205879330635;78.69999694824219;23.965106964111328
577.0;0.20949417352676392;0.2793528437614441;0.033802907913923264;79.69999694824219;22.9440975189209;0.1775793433189392;0.23075571656227112;0.026222452521324158;83.05000305175781;21.75334358215332
578.0;0.24708904325962067;0.2990575432777405;0.02553178369998932;56.400001525878906;15.041696548461914;0.22801442444324493;0.2555837035179138;0.018282156437635422;59.95000076293945;12.335122108459473
579.0;0.2271403670310974;0.288901150226593;0.028759311884641647;76.75;16.250911712646484;0.1854909211397171;0.24244455993175507;0.02327476441860199;75.44999694824219;16.10320281982422
580.0;0.22336070239543915;0.28566938638687134;0.030549414455890656;66.9000015258789;19.43653678894043;0.19016164541244507;0.23867177963256836;0.023450033739209175;57.099998474121094;17.341463088989258
581.0;0.13733436167240143;0.18965572118759155;0.028467046096920967;125.25;13.867321968078613;0.08095892518758774;0.13743379712104797;0.019661370664834976;126.55000305175781;13.136831283569336
582.0;-0.1194082722067833;-0.02579355612397194;0.04609345644712448;131.35000610351562;13.231840133666992;-0.1511835902929306;-0.07787130773067474;0.043592892587184906;136.64999389648438;11.230949401855469
583.0;0.12508037686347961;0.18740136921405792;0.029894744977355003;125.69999694824219;16.22246551513672;0.07213883101940155;0.13508351147174835;0.024937501177191734;122.5999984741211;15.387622833251953
584.0;0.2747329771518707;0.31599801778793335;0.01792612113058567;115.6500015258789;24.22107696533203;0.2470403015613556;0.2755117118358612;0.013548005372285843;125.44999694824219;23.80728530883789
585.0;0.2701786756515503;0.31280526518821716;0.018968956544995308;124.5999984741211;23.533626556396484;0.24137526750564575;0.27220863103866577;0.01538996584713459;129.10000610351562;19.60102081298828
586.0;0.267573744058609;0.31225526332855225;0.0207381471991539;126.5;21.44392967224121;0.23900394141674042;0.2708672881126404;0.015085505321621895;126.4000015258789;23.65853500366211
587.0;0.13399243354797363;0.20453913509845734;0.03230096027255058;108.1500015258789;29.440889358520508;0.08953723311424255;0.14798030257225037;0.02651527337729931;107.25;26.582294464111328
588.0;0.13531634211540222;0.19226711988449097;0.02590152993798256;117.0;22.164457321166992;0.09934362024068832;0.1351526826620102;0.021435879170894623;108.3499984741211;25.573989868164062
589.0;0.12822188436985016;0.20676954090595245;0.03128510341048241;95.19999694824219;35.09476089477539;0.08118496090173721;0.14791987836360931;0.023926991969347;98.0999984741211;31.168304443359375
590.0;0.244440495967865;0.29481279850006104;0.024822715669870377;82.8499984741211;16.887475967407227;0.2074316442012787;0.24957546591758728;0.02082071825861931;86.3499984741211;15.911846160888672
591.0;0.2158825546503067;0.27400410175323486;0.033242080360651016;83.9000015258789;22.256637573242188;0.17700277268886566;0.2254476100206375;0.02816483937203884;86.6500015258789;19.12087631225586
592.0;0.21094992756843567;0.27937591075897217;0.03048841282725334;80.55000305175781;18.245330810546875;0.17255231738090515;0.2320266216993332;0.025456633418798447;84.05000305175781;16.090124130249023
593.0;0.2444247305393219;0.29488372802734375;0.025339923799037933;82.55000305175781;18.010156631469727;0.2054980993270874;0.24935607612133026;0.020599476993083954;83.75;16.55890655517578
594.0;0.21844318509101868;0.2756955325603485;0.03229454532265663;92.55000305175781;15.28492546081543;0.17940381169319153;0.22714447975158691;0.02824483811855316;90.69999694824219;14.868193626403809
595.0;0.21269476413726807;0.27821674942970276;0.031603310257196426;82.0;19.406997680664062;0.1741749346256256;0.23058712482452393;0.026623688638210297;86.80000305175781;22.359737396240234
596.0;0.2000761777162552;0.22572913765907288;0.011909912340342999;107.0999984741211;33.32440185546875;-0.0032126836013048887;0.17693427205085754;0.043405450880527496;82.5;41.01283645629883
597.0;0.1798098385334015;0.21145887672901154;0.015344194136559963;112.44999694824219;36.069339752197266;0.0894169732928276;0.16937255859375;0.022898323833942413;82.0;41.44114303588867
598.0;-0.007989250123500824;0.13041192293167114;0.07668960094451904;87.30000305175781;60.32551956176758;-415.8137512207031;-25.207408905029297;92.69530487060547;57.599998474121094;59.54865264892578
599.0;-0.014236964285373688;0.12391439825296402;0.07875023782253265;88.0999984741211;58.27421188354492;-199.93190002441406;-25.414005279541016;51.050235748291016;56.099998474121094;57.48033905029297
600.0;0.004469015635550022;0.13848468661308289;0.0883212611079216;93.25;61.74470138549805;-288.2433166503906;-17.709850311279297;64.48540496826172;67.55000305175781;60.52531051635742
601.0;-0.1383315920829773;0.030346086248755455;0.05569928139448166;134.1999969482422;45.31480407714844;-377.44427490234375;-32.779930114746094;97.23097229003906;38.45000076293945;66.080078125
602.0;-0.00781540758907795;0.012294971384108067;0.014282573014497757;119.9000015258789;46.06391525268555;-819.4591674804688;-327.00518798828125;284.7320556640625;59.400001525878906;67.7700424194336
603.0;-0.0037222285754978657;0.01497939694672823;0.011318286880850792;143.1999969482422;19.135528564453125;-759.9817504882812;-192.21835327148438;229.488525390625;59.849998474121094;65.71971893310547
604.0;-0.005751300603151321;0.08690278232097626;0.05987785384058952;118.75;40.44342803955078;-750.5625;-114.09051513671875;189.42933654785156;53.400001525878906;55.53131103515625
605.0;-0.008250197395682335;0.07900182902812958;0.06039749085903168;116.19999694824219;45.77588653564453;-754.3387451171875;-173.5203094482422;222.41734313964844;52.20000076293945;53.83170700073242
