Index;Min(max. R-Score);Avrg(max. R-Score);Std(max. R-Score);Avrg(epoch of max R-Score);Std(epoch of max R-Score);Min(max. R-Score (Val. set));Avrg(max. R-Score (Val. set));Std(max. R-Score (Val. set));Avrg(epoch of max R-Score (Val. set));Std(epoch of max R-Score (Val. set))
33.0;0.20217227935791016;0.22108042240142822;0.009724105708301067;67.75;65.98669252011037;0.15094095468521118;0.16567997634410858;0.00621673371642828;105.725;62.34148616640364
34.0;0.20343053340911865;0.2209148108959198;0.009027889929711819;47.525;53.674225060986544;0.15405935049057007;0.16712693870067596;0.007039919029921293;73.925;53.27547542773581
35.0;0.20015841722488403;0.21868684887886047;0.010666635818779469;30.25;46.49717388709963;0.1507830023765564;0.16417968273162842;0.0063624014146625996;73.425;52.87764662710049
36.0;0.20868027210235596;0.225396990776062;0.00896849762648344;34.525;38.98585377892595;0.15434998273849487;0.16995257139205933;0.00651870621368289;52.5;46.48131689736017
37.0;0.20092225074768066;0.22060160338878632;0.009032311849296093;64.725;59.54312701193123;0.1486552357673645;0.16608017683029175;0.00702357292175293;116.8;38.71606040564217
38.0;0.19357097148895264;0.21688349545001984;0.011498747393488884;47.6;54.37986052546688;0.14612746238708496;0.16258475184440613;0.006686027627438307;104.775;51.81203082742017
39.0;0.20490258932113647;0.22403982281684875;0.009265352971851826;79.325;58.923412916629246;0.15001726150512695;0.16753748059272766;0.006954411044716835;110.9;39.4057134995708
40.0;0.20092332363128662;0.2217961847782135;0.009058680385351181;67.275;49.41140089555788;0.14926904439926147;0.1665186882019043;0.007040209136903286;122.675;30.132517149146196
41.0;0.19372236728668213;0.2179798185825348;0.011640047654509544;47.35;50.62104052259044;0.14584732055664062;0.1631394922733307;0.006637165322899818;99.625;47.99021668461081
42.0;0.20456957817077637;0.22497861087322235;0.009169695898890495;78.125;50.9475283112502;0.1505810022354126;0.1681392788887024;0.006925226654857397;114.025;39.00722319697291
43.0;-0.8477731943130493;-0.14498108625411987;0.2906652092933655;150.0;0.0;-0.8535090684890747;-0.2198834866285324;0.2448030561208725;150.0;0.0
44.0;0.14216077327728271;0.1645837277173996;0.010157766751945019;134.4;22.248941202119816;0.0892782211303711;0.11084381490945816;0.008251596242189407;149.725;1.1319939294935535
45.0;0.12633460760116577;0.17600958049297333;0.024533793330192566;138.125;33.6483988265377;0.09143239259719849;0.1318279504776001;0.020107794553041458;147.15;11.185040375659279
46.0;0.15511518716812134;0.16975608468055725;0.00866849347949028;46.675;65.3387180538697;0.10679906606674194;0.1253674328327179;0.006688976194709539;107.075;58.778762735514846
47.0;0.14631754159927368;0.17139849066734314;0.015004413202404976;82.65;68.04770197140932;0.11652874946594238;0.13324055075645447;0.010332380421459675;146.925;11.97301988339638
48.0;0.16136950254440308;0.18771682679653168;0.018239719793200493;145.575;23.48364133298774;0.11707836389541626;0.1485973298549652;0.010606755502521992;146.575;11.81890597566198
49.0;0.19611763954162598;0.21340587735176086;0.011054988950490952;140.325;10.286629359986856;0.14906233549118042;0.16574186086654663;0.006642270367592573;124.85;33.05671117709918
50.0;0.19413667917251587;0.21578621864318848;0.011442883871495724;47.075;57.56217931228357;0.1475011110305786;0.1644861400127411;0.0067705088295042515;87.275;55.33857906861481
